class,h0, h1, h2, h3, h4, h5, h6, fl0, fl1, fl2, fl3, fl4, fl5, fl6, fle,  fa0, fa1, fa2, fa3, fa4, fa5, fa6, fae, c0, c1, c2, c3, c4, c5, c6, ce
5,0.341,0.31,0.217,0.341,0.186,0.279,0,0,0.0258,-0.0103,0.17,0.0722,0.222,0,0.29,0,-0.241,-0.544,-0.63,-0.461,-0.0448,0,0.982,0,-0.2,-0.367,-0.23,-0.285,-0.00345,0,0.555
5,0.224,0.224,0.16,0.16,0.128,0.0962,0,0,0.0374,0.0107,0.0481,0.0534,0.0588,0,0.101,0,-0.163,-0.389,-0.552,-0.747,-0.341,0,1.08,0,-0.188,-0.346,-0.352,-0.303,-0.167,0,0.631
5,0,0.0365,0,0.255,0.365,0.547,0.657,0,-0.073,-0.219,-0.073,-0.073,-1.49E-06,0,0.0639,-0.8,-0.74,-0.752,-0.473,-0.34,-0.133,0,2.11,0,-0.298,-0.576,-0.473,-0.43,-0.225,0,0.88
5,0.44,0.409,0.377,0.314,0.314,0.157,0,0,0.0419,0.0839,0.0943,0.168,0.0839,0,0.23,0,-0.158,-0.316,-0.506,-0.632,-0.316,0,0.938,0,-0.183,-0.273,-0.306,-0.189,-0.141,0,0.507
5,0.119,0.119,0.208,0.208,0.149,0.0298,0,0,0.0198,0.129,0.149,0.109,0.00992,0,0.226,0,-0.247,-0.404,-0.651,-0.424,-0.257,0,0.946,0,-0.205,-0.228,-0.251,-0.248,-0.215,0,0.515
5,0,0.0758,0.0758,0.265,0.227,0.341,0.189,0,0.0442,0.0126,0.17,0.101,0.183,0,0.274,0,-0.222,-0.521,-0.63,-0.432,-0.0836,0,0.954,0,-0.181,-0.344,-0.23,-0.256,-0.0422,0,0.521
5,0,0.105,0.175,0.351,0.421,0.561,0.456,0,0.0292,0.0234,0.123,0.117,0.181,0,0.251,0,-0.237,-0.51,-0.677,-0.416,-0.0854,0,0.978,0,-0.196,-0.333,-0.277,-0.24,-0.044,0,0.535
4,0.217,0.712,0.929,1.24,1.05,0.31,0,0,0.531,0.784,1.13,0.98,0.273,0,1.79,0,0.155,0.031,0,0.227,-0.103,0,0.295,0,-0.0714,-0.121,0.13,0.0746,-0.329,0,0.388
4,0,0.453,0.841,1.26,1.23,0.68,0.453,0,0.378,0.69,1.04,0.928,0.302,0,1.63,0,0.0324,5.96E-08,0,0.237,-0.0431,0,0.243,0,-0.225,-0.215,0.0356,0.022,-0.301,0,0.435
4,0,0.778,1.17,1.71,1.68,1.29,1.05,0,0.604,0.818,1.18,0.978,0.414,0,1.89,0,0.21,0.0299,0,0.19,0.02,0,0.285,0,0.000941,-0.0874,0.183,0.0723,-0.189,0,0.286
4,1.05,1.23,1.53,1.68,1.74,0.961,0,0,0.355,0.831,1.16,1.39,0.786,0,2.17,0,0.00751,0.135,0.113,0,0.0901,0,0.198,0,-0.247,-0.0749,0.156,0.486,0.183,0,0.6
4,0.64,0.933,1.09,1.23,0.96,0.4,0,0,0.4,0.667,0.907,0.747,0.293,0,1.44,0,0.0978,0.0622,0,0.142,-0.00889,0,0.184,0,-0.139,-0.152,0,-0.0721,-0.246,0,0.329
4,0,0.572,0.873,1.48,1.48,1.27,1.11,0,0.387,0.502,0.919,0.733,0.336,0,1.38,0,0.0803,-0.11,0,0.12,0.0301,0,0.185,0,-0.161,-0.328,0,-0.097,-0.211,0,0.433
4,0.395,0.763,1.1,1.13,0.904,0.254,0,0,0.433,0.838,0.932,0.772,0.188,0,1.55,0,0.122,0.217,0,0.151,-0.122,0,0.316,0,-0.123,-0.00449,0,-0.0704,-0.368,0,0.395
4,0,0.612,1.02,0.884,0.646,0.17,0.034,0,0.607,1.01,0.867,0.624,0.142,0,1.6,0,0.102,0,0.111,0.119,-0.111,0,0.221,0,0.0936,0.227,0,-0.159,-0.371,0,0.472
4,0.814,1.21,1.43,1.3,0.977,0.391,0,0,0.527,0.89,0.896,0.706,0.255,0,1.56,0,0.228,0.293,0,0.109,-0.0434,0,0.389,0,-0.00529,0.0816,0,-0.103,-0.277,0,0.306
4,0.0974,0.584,0.909,1.1,0.909,0.26,0,0,0.503,0.844,1.06,0.877,0.244,0,1.71,0,0.152,0.141,0,0.173,-0.108,0,0.291,0,-0.0996,-0.0616,0.0552,-0.0291,-0.359,0,0.383
4,0.137,0.478,0.648,0.717,0.512,0.341,0,0,0.364,0.557,0.648,0.466,0.319,0,1.09,0,0.0974,0.0241,-0.152,-0.0669,0.0519,0,0.2,0,-0.00936,-0.024,0,-0.115,-0.0549,0,0.13
4,0,0.423,0.665,1.36,1.24,0.876,0.574,0,0.327,0.473,1.07,0.856,0.398,0,1.54,0,-0.0302,-0.242,0,0.141,0.0403,0,0.284,0,-0.276,-0.432,0.0725,-0.0498,-0.205,0,0.559
4,0.808,1.25,1.58,1.45,1.04,0.471,0,0,0.572,1.04,1.04,0.774,0.337,0,1.79,0,0.224,0.348,0,0.0786,-0.0112,0,0.422,0,-0.0305,0.138,0.0438,-0.131,-0.266,0,0.332
4,0,0.681,0.572,0.79,0.845,0.272,0.0817,0,0.668,0.545,0.749,0.79,0.204,0,1.4,0,0.468,0.145,0.149,-0.00981,-0.196,0,0.548,0,0.231,-0.129,0,0.117,-0.232,0,0.371
4,0.602,0.864,1.28,1.62,1.31,0.681,0,0,0.362,0.881,1.32,1.11,0.58,0,2.05,0,-0.0785,5.96E-08,0,0.227,0.14,0,0.278,0,-0.241,-0.0244,0.322,0.202,-0.0226,0,0.451
4,0,0.299,0.629,1.44,1.2,1.02,0.719,0,0.18,0.389,1.08,0.719,0.419,0,1.43,0,-0.18,-0.329,0,-1.25E-06,0.0599,0,0.38,0,-0.423,-0.517,0.0778,-0.187,-0.184,0,0.722
4,0.126,0.158,0.41,0.631,0.82,0.189,0,0,0.0526,0.326,0.568,0.778,0.168,0,1.03,0,-0.147,-0.074,-0.0322,-0.0219,-0.232,0,0.287,0,-0.272,-0.182,0,0.27,-0.156,0,0.452
4,0.557,0.968,1.35,1.44,1.17,0.205,0,0,0.503,0.978,1.16,0.987,0.112,0,1.88,0,0.117,0.205,0,0.215,-0.274,0,0.421,0,-0.0994,0.0718,0.158,0.0815,-0.49,0,0.536
4,0.129,0.45,0.707,0.9,0.965,0.547,0,0,0.343,0.622,0.836,0.922,0.525,0,1.53,0,0.113,0.161,0.145,0,0.0643,0,0.252,0,-0.149,-0.132,0,0.168,0.0328,0,0.263
4,1.28,1.47,1.52,1.65,1.6,0.649,0,0,0.408,0.664,1.01,1.18,0.437,0,1.79,0,0.114,0.0758,0.124,0,-0.152,0,0.239,0,-0.195,-0.242,0.00649,0.27,-0.166,0,0.444
4,0.0209,0.23,0.585,0.564,0.355,0.0626,0,0,0.212,0.571,0.553,0.348,0.0592,0,0.895,0,-0.188,-0.229,-0.0468,-0.0521,-0.141,0,0.336,0,-0.103,0.0757,0,-0.147,-0.256,0,0.322
4,0.0683,0.375,0.546,0.922,0.785,0.341,0,0,0.319,0.501,0.887,0.762,0.33,0,1.35,0,0.0228,-0.091,0,0.171,0.0341,0,0.198,0,-0.208,-0.3,0,-0.0387,-0.196,0,0.416
4,0.584,0.747,1.04,1.4,1.23,0.227,0,0,0.26,0.649,1.1,1.04,0.13,0,1.67,0,-0.108,-0.0866,0,0.303,-0.238,0,0.41,0,-0.343,-0.256,0.104,0.133,-0.473,0,0.66
4,0.665,0.961,1.13,1.6,1.23,0.616,0,0,0.406,0.69,1.27,1.01,0.505,0,1.88,0,-0.0164,-0.156,0,0.164,0.0821,0,0.241,0,-0.196,-0.216,0.268,0.104,-0.0979,0,0.422
4,0.664,1.03,1.36,1.73,1.43,0.831,0,0,0.476,0.919,1.4,1.21,0.72,0,2.23,0,0.0111,-0.0111,0,0.277,0.255,0,0.377,0,-0.127,0.0134,0.395,0.301,0.117,0,0.526
4,0.777,1.1,1.34,1.77,1.21,0.375,0,0,0.451,0.822,1.38,0.947,0.246,0,1.93,0,-0.00894,-0.0983,0,0.0268,-0.214,0,0.238,0,-0.152,-0.0836,0.381,0.0415,-0.357,0,0.551
4,0.332,0.637,0.776,1.36,1.19,0.609,0,0,0.36,0.554,1.19,1.08,0.554,0,1.82,0,-0.0369,-0.24,0,0.286,0.157,0,0.407,0,-0.243,-0.352,0.191,0.175,-0.0488,0,0.502
4,0.789,0.986,1.1,1.27,1.1,0.479,0,0,0.329,0.573,0.873,0.836,0.347,0,1.42,0,0.0376,-0.00939,0,0.254,0.0563,0,0.263,0,-0.188,-0.215,0,0.0479,-0.169,0,0.336
4,0,0.316,0.661,1.09,0.661,0.517,0.0862,0,0.302,0.632,1.05,0.603,0.445,0,1.47,0,-0.0479,-0.067,0,-0.0958,0.0958,0,0.159,0,-0.301,-0.274,0.0489,-0.302,-0.157,0,0.533
4,0.489,0.92,1.35,1.41,0.805,0.316,0,0,0.512,1.02,1.16,0.642,0.235,0,1.77,0,0.125,0.249,0,-0.134,-0.153,0,0.345,0,-0.0904,0.119,0.164,-0.264,-0.368,0,0.504
4,0,0.448,0.896,1.07,0.746,0.239,0.0298,0,0.443,0.886,1.06,0.726,0.214,0,1.64,0,0.0896,0.179,0,0.0199,-0.139,0,0.245,0,-0.16,-0.0202,0.0597,-0.179,-0.389,0,0.462
4,0,0.448,0.896,1.07,0.746,0.239,0.0298,0,0.443,0.886,1.06,0.726,0.214,0,1.64,0,0.0896,0.179,0,0.0199,-0.139,0,0.245,0,-0.16,-0.0202,0.0597,-0.179,-0.389,0,0.462
4,0,0.386,0.661,0.964,0.826,0.579,0.468,0,0.308,0.505,0.73,0.514,0.188,0,1.09,0,0.041,-0.0283,-0.07,-0.0191,-0.0784,0,0.118,0,-0.117,-0.151,0,-0.142,-0.236,0,0.335
4,0,0.346,0.849,1.13,0.912,0.692,0.377,0,0.283,0.723,0.943,0.66,0.377,0,1.44,0,-0.0314,0.0943,0,0.0314,0.0629,0,0.122,0,-0.281,-0.13,0,-0.193,-0.187,0,0.409
4,0.276,0.512,0.748,0.866,0.669,0.354,0,0,0.282,0.564,0.728,0.577,0.308,0,1.16,0,0.0155,0.031,-0.0717,0.0441,0.0417,0,0.1,0,-0.141,-0.0901,0,-0.077,-0.115,0,0.217
4,0.311,0.622,1.01,1.22,0.933,0.389,0,0,0.363,0.803,1.06,0.829,0.337,0,1.64,0,0.00864,0.095,0,0.121,-0.0173,0,0.155,0,-0.24,-0.103,0.0622,-0.0767,-0.266,0,0.386
